"Lat: -0.5, Long: -19.5, over the ocean",year,obs_anoms,smoothed_anoms,rcp26,rcp45,rcp60,rcp85
0,1850,-0.258,-0.30329783965646223,,,,
1,1851,-0.357,-0.3243118305971332,,,,
2,1852,-0.334,-0.34367392401527563,,,,
3,1853,-0.338,-0.36179950324789123,,,,
4,1854,-0.594,-0.37974335103590917,,,,
5,1855,-0.302,-0.3956344538181828,,,,
6,1856,-0.231,-0.3875988878072654,,,,
7,1857,-0.597,-0.3619114455922327,,,,
8,1858,-0.489,-0.3353218959759298,,,,
9,1859,-0.09,-0.31383485960816065,,,,
10,1860,-0.264,-0.2978255370933551,,,,
11,1861,-0.334,-0.2913758950240786,,,,
12,1862,-0.026,-0.2925424788299289,,,,
13,1863,-0.444,-0.29342494522666485,,,,
14,1864,-0.568,-0.29835816011555333,,,,
15,1865,-0.192,-0.310735244897065,,,,
16,1866,-0.101,-0.32046965581756276,,,,
17,1867,-0.423,-0.3093918271445329,,,,
18,1868,-0.294,-0.29780285507717846,,,,
19,1869,-0.441,-0.2842646747377523,,,,
20,1870,-0.228,-0.2489625128418823,,,,
21,1871,-0.31,-0.19845748509555974,,,,
22,1872,-0.058,-0.15269254207387234,,,,
23,1873,0.159,-0.1393571304656572,,,,
24,1874,-0.633,-0.13688607297843786,,,,
25,1875,0.355,-0.1362003917327353,,,,
26,1876,-0.331,-0.15295939702306927,,,,
27,1877,-0.22,-0.18634718890170718,,,,
28,1878,-0.13,-0.2161588133315363,,,,
29,1879,-0.05,-0.25210697160073764,,,,
30,1880,-0.662,-0.28288384061234123,,,,
31,1881,-0.201,-0.3227857507904772,,,,
32,1882,-0.463,-0.3546630761161975,,,,
33,1883,-0.319,-0.35513394014086597,,,,
34,1884,-0.609,-0.34504824373185866,,,,
35,1885,-0.169,-0.3511233423335312,,,,
36,1886,0.322,-0.3369617822373055,,,,
37,1887,-0.345,-0.31883089219490973,,,,
38,1888,-0.635,-0.31591011231665594,,,,
39,1889,0.025,-0.3415388653943968,,,,
40,1890,-0.362,-0.35623241283811563,,,,
41,1891,-0.406,-0.3466783775366423,,,,
42,1892,-0.465,-0.3339210382169561,,,,
43,1893,-0.315,-0.3188589907921195,,,,
44,1894,-0.243,-0.28618959284253476,,,,
45,1895,-0.29,-0.25229345787077445,,,,
46,1896,-0.153,-0.224634090625492,,,,
47,1897,-0.076,-0.20844001166645518,,,,
48,1898,-0.409,-0.20479709292207235,,,,
49,1899,-0.059,-0.227685500364941,,,,
50,1900,-0.279,-0.27395853006259724,,,,
51,1901,-0.127,-0.34001771287692584,,,,
52,1902,-0.544,-0.4076432104328549,,,,
53,1903,-0.407,-0.4638595321586639,,,,
54,1904,-0.854,-0.5001638960274437,,,,
55,1905,-0.613,-0.5162088499232885,,,,
56,1906,-0.436,-0.48941841426463456,,,,
57,1907,-0.389,-0.42556476782531893,,,,
58,1908,-0.561,-0.3563725871747431,,,,
59,1909,-0.158,-0.3005886587823034,,,,
60,1910,0.011,-0.2513334606842837,,,,
61,1911,-0.593,-0.21374065234544276,,,,
62,1912,-0.089,-0.1942588468057227,,,,
63,1913,-0.06,-0.19096662565224504,,,,
64,1914,-0.32,-0.1811435990058632,,,,
65,1915,-0.208,-0.1762145851791953,,,,
66,1916,-0.153,-0.198141368151206,,,,
67,1917,-0.009,-0.21041575068714782,,,,
68,1918,-0.289,-0.20004512848309527,,,,
69,1919,-0.485,-0.19438816430158284,,,,
70,1920,-0.161,-0.18114549603305266,,,,
71,1921,0.024,-0.14432975454172797,,,,
72,1922,-0.381,-0.08249752038723378,,,,
73,1923,0.072,-0.012269957492398858,,,,
74,1924,0.12,0.041831174603230124,,,,
75,1925,-0.011,0.07183562039387056,,,,
76,1926,0.332,0.07623509910788767,,,,
77,1927,0.181,0.061080987154775314,,,,
78,1928,-0.069,0.04669055944078253,,,,
79,1929,-0.108,0.02884981865388942,,,,
80,1930,-0.082,0.025208997779619192,,,,
81,1931,0.216,0.05843704103378629,,,,
82,1932,-0.167,0.10729195390687801,,,,
83,1933,0.262,0.14185117580582782,,,,
84,1934,0.406,0.16770089291039,,,,
85,1935,0.196,0.17721530899334814,,,,
86,1936,-0.219,0.16752399448863944,,,,
87,1937,0.464,0.14080253718523572,,,,
88,1938,0.071,0.11606396600509836,,,,
89,1939,-0.066,0.1043521637643594,,,,
90,1940,0.22,0.08543593062448314,,,,
91,1941,0.07,0.06148397088148467,,,,
92,1942,0.094,0.05989287484918533,,,,
93,1943,-0.103,0.05920852226203667,,,,
94,1944,-0.005,0.054746014956596985,,,,
95,1945,0.403,0.05670501391161655,,,,
96,1946,-0.198,0.07636534578262398,,,,
97,1947,0.25,0.0937531630276371,,,,
98,1948,-0.075,0.0990434152476959,,,,
99,1949,0.346,0.09958847088659219,,,,
100,1950,0.004,0.10420098812701115,,,,
101,1951,0.097,0.09012897233665343,,,,
102,1952,0.152,0.06325116800748706,,,,
103,1953,0.085,0.01911305846530978,,,,
104,1954,-0.122,-0.032605908574222256,,,,
105,1955,0.034,-0.08970483049501189,,,,
106,1956,-0.275,-0.11049636228170946,,,,
107,1957,-0.181,-0.08885178260666413,,,,
108,1958,-0.597,-0.04321819263286962,,,,
109,1959,0.066,0.01799222988226794,,,,
110,1960,0.174,0.097566481334357,,,,
111,1961,0.275,0.13795180037607388,,,,
112,1962,0.207,0.11077157523937081,,,,
113,1963,0.585,0.0726450657581359,,,,
114,1964,-0.271,0.034832113250110736,,,,
115,1965,-0.43,0.0015737065502060498,,,,
116,1966,0.198,-0.02459920583037138,,,,
117,1967,-0.269,-0.018802290721352144,,,,
118,1968,0.294,0.00333808350772179,,,,
119,1969,0.089,0.017019460008761034,,,,
120,1970,0.008,0.03817719375461577,,,,
121,1971,-0.289,0.07195069911220545,,,,
122,1972,0.042,0.07903167454620928,,,,
123,1973,0.553,0.0643741975147371,,,,
124,1974,0.27,0.045125372140765445,,,,
125,1975,0.052,0.02513598696739197,,,,
126,1976,-0.495,-0.007377053410985202,,,,
127,1977,-0.128,-0.04648061752128239,,,,
128,1978,-0.22,-0.056398922169941516,,,,
129,1979,0.144,-0.036760700145358316,,,,
130,1980,-0.05,0.004372544146678175,,,,
131,1981,0.24,0.05771275382736004,,,,
132,1982,-0.028,0.11314202896632593,,,,
133,1983,-0.105,0.15528246730394113,,,,
134,1984,0.546,0.203571651012239,,,,
135,1985,0.268,0.27202500723337397,,,,
136,1986,0.213,0.3411220935077085,,,,
137,1987,0.418,0.3728462707494108,,,,
138,1988,0.773,0.36414374226480317,,,,
139,1989,0.405,0.34560083019814825,,,,
140,1990,0.282,0.3292018965745781,,,,
141,1991,0.16,0.3175362342591089,,,,
142,1992,-0.324,0.32724556573563923,,,,
143,1993,0.337,0.36232435722809203,,,,
144,1994,0.352,0.4104930556123433,,,,
145,1995,0.692,0.477242308669699,,,,
146,1996,0.655,0.5315999265937634,,,,
147,1997,0.167,0.5424074314576505,,,,
148,1998,0.853,0.5202514791589739,,,,
149,1999,0.645,0.48806646840769,0.325,0.314,0.345,0.311
150,2000,0.22,0.4706077052757624,0.334,0.338,0.322,0.357
151,2001,0.358,0.45085611304086093,0.38,0.386,0.365,0.4
152,2002,0.381,0.4139624403478791,0.407,0.399,0.46,0.411
153,2003,0.635,0.4068337098081559,0.367,0.369,0.351,0.359
154,2004,0.378,0.4453809226594789,0.444,0.427,0.439,0.442
155,2005,0.133,0.4942673658398466,0.466,0.454,0.498,0.465
156,2006,0.526,0.529859584166243,0.476,0.456,0.469,0.471
157,2007,0.691,0.5677703156246264,0.477,0.547,0.516,0.483
158,2008,0.811,0.5945707746538048,0.472,0.534,0.513,0.454
159,2009,0.495,0.5811487739189345,0.59,0.524,0.514,0.602
160,2010,1.188,0.5403968614906298,0.566,0.604,0.571,0.622
161,2011,0.55,0.4864309131002662,0.556,0.572,0.575,0.547
162,2012,0.066,0.4406309511068019,0.642,0.519,0.579,0.577
163,2013,0.47,0.4310039218822851,0.615,0.567,0.593,0.589
164,2014,0.276,0.4726359969854371,0.726,0.733,0.767,0.604
165,2015,0.388,0.5529240273040269,0.67,0.725,0.684,0.67
166,2016,0.787,0.6319068051422171,0.7,0.678,0.701,0.717
167,2017,0.952,0.7177398326672499,0.643,0.691,0.698,0.767
168,2018,0.649,0.8084808307593971,0.743,0.758,0.639,0.748
169,2019,,,0.693,0.766,0.722,0.769
170,2020,,,0.76,0.761,0.759,0.765
171,2021,,,0.76,0.75,0.742,0.855
172,2022,,,0.835,0.804,0.742,0.913
173,2023,,,0.838,0.814,0.813,0.936
174,2024,,,0.847,0.861,0.819,0.965
175,2025,,,0.86,0.837,0.847,0.964
176,2026,,,0.882,0.914,0.965,1.052
177,2027,,,0.937,0.893,0.857,1.041
178,2028,,,0.848,0.926,0.902,1.027
179,2029,,,0.946,0.964,0.996,1.072
180,2030,,,0.957,1.026,0.949,1.088
181,2031,,,0.905,0.98,0.987,1.13
182,2032,,,0.941,1.002,1.002,1.106
183,2033,,,1.03,1.019,1.007,1.185
184,2034,,,0.931,1.093,1.02,1.273
185,2035,,,0.977,1.11,0.998,1.239
186,2036,,,1.045,1.083,1.056,1.247
187,2037,,,1.065,1.089,1.041,1.298
188,2038,,,1.035,1.179,0.999,1.369
189,2039,,,1.107,1.201,1.173,1.413
190,2040,,,1.001,1.18,1.046,1.463
191,2041,,,1.062,1.197,1.137,1.462
192,2042,,,1.038,1.25,1.131,1.457
193,2043,,,1.007,1.233,1.143,1.529
194,2044,,,1.051,1.315,1.143,1.641
195,2045,,,1.002,1.233,1.171,1.566
196,2046,,,1.004,1.295,1.142,1.663
197,2047,,,1.084,1.314,1.197,1.725
