"Lat: -0.5, Long: -20.5, over the ocean",year,obs_anoms,smoothed_anoms,rcp26,rcp45,rcp60,rcp85
0,1850,-0.238,-0.2764642767927807,,,,
1,1851,-0.33,-0.30413308253065546,,,,
2,1852,-0.322,-0.3301840233939862,,,,
3,1853,-0.328,-0.3548851182926818,,,,
4,1854,-0.576,-0.3791497378119179,,,,
5,1855,-0.331,-0.39732336379519967,,,,
6,1856,-0.247,-0.3909268124192346,,,,
7,1857,-0.628,-0.36681471992196935,,,,
8,1858,-0.447,-0.33980164410770486,,,,
9,1859,-0.117,-0.31645251916719264,,,,
10,1860,-0.272,-0.30112777427461557,,,,
11,1861,-0.326,-0.298909050378292,,,,
12,1862,-0.033,-0.30322659865756774,,,,
13,1863,-0.476,-0.3041595704147859,,,,
14,1864,-0.588,-0.3092794914422559,,,,
15,1865,-0.201,-0.3231395321647554,,,,
16,1866,-0.112,-0.33308603529134456,,,,
17,1867,-0.409,-0.32106564162134066,,,,
18,1868,-0.332,-0.3086547286121313,,,,
19,1869,-0.447,-0.29532570403121156,,,,
20,1870,-0.246,-0.2608124678813589,,,,
21,1871,-0.304,-0.21066445423244928,,,,
22,1872,-0.073,-0.16429930772694648,,,,
23,1873,0.138,-0.15052880403129454,,,,
24,1874,-0.629,-0.14804535894726803,,,,
25,1875,0.311,-0.14700882713590557,,,,
26,1876,-0.357,-0.16193909345751023,,,,
27,1877,-0.226,-0.19297879138579063,,,,
28,1878,-0.128,-0.22166188400999182,,,,
29,1879,-0.05,-0.2572549475844064,,,,
30,1880,-0.675,-0.2887631226774755,,,,
31,1881,-0.213,-0.32998450139435914,,,,
32,1882,-0.465,-0.3651216851256045,,,,
33,1883,-0.352,-0.36921102843250986,,,,
34,1884,-0.596,-0.35978091832837783,,,,
35,1885,-0.193,-0.36469159554805614,,,,
36,1886,0.304,-0.349981564123609,,,,
37,1887,-0.345,-0.33149863212474645,,,,
38,1888,-0.637,-0.32636532734966966,,,,
39,1889,0.01,-0.3478834548137572,,,,
40,1890,-0.389,-0.35964892624187084,,,,
41,1891,-0.383,-0.34932827453721643,,,,
42,1892,-0.456,-0.334179846307824,,,,
43,1893,-0.319,-0.3160733283234096,,,,
44,1894,-0.258,-0.2828110764451238,,,,
45,1895,-0.263,-0.2509521192784859,,,,
46,1896,-0.15,-0.2251136276932982,,,,
47,1897,-0.087,-0.2100528957699016,,,,
48,1898,-0.415,-0.2077281492824502,,,,
49,1899,-0.069,-0.23282476777206687,,,,
50,1900,-0.29,-0.2804863783473659,,,,
51,1901,-0.118,-0.34606128820171983,,,,
52,1902,-0.549,-0.41207609104981874,,,,
53,1903,-0.423,-0.4668316363402364,,,,
54,1904,-0.836,-0.5024960467565515,,,,
55,1905,-0.612,-0.5184540088244236,,,,
56,1906,-0.429,-0.4927680142985598,,,,
57,1907,-0.394,-0.4326517143314862,,,,
58,1908,-0.568,-0.3682455897742166,,,,
59,1909,-0.182,-0.3160661178826139,,,,
60,1910,-0.037,-0.27085454836072514,,,,
61,1911,-0.606,-0.23617151358972152,,,,
62,1912,-0.098,-0.21659146815037258,,,,
63,1913,-0.102,-0.21066013947522358,,,,
64,1914,-0.347,-0.1974617924620604,,,,
65,1915,-0.201,-0.18836047687053645,,,,
66,1916,-0.172,-0.2049871839952421,,,,
67,1917,-0.013,-0.21358001638862914,,,,
68,1918,-0.271,-0.2027773136382593,,,,
69,1919,-0.471,-0.19795578015924986,,,,
70,1920,-0.172,-0.18566693937734446,,,,
71,1921,-0.001,-0.15185536771376185,,,,
72,1922,-0.379,-0.09598095523798836,,,,
73,1923,0.061,-0.029677265379826373,,,,
74,1924,0.111,0.024135891609921307,,,,
75,1925,-0.076,0.05498375588866134,,,,
76,1926,0.338,0.06116205024184526,,,,
77,1927,0.181,0.04849226164054627,,,,
78,1928,-0.08,0.03807523845916014,,,,
79,1929,-0.089,0.024017935430277176,,,,
80,1930,-0.112,0.02058022048546275,,,,
81,1931,0.234,0.05187047982217151,,,,
82,1932,-0.172,0.09927113844773315,,,,
83,1933,0.238,0.133676023048249,,,,
84,1934,0.386,0.16035367887145877,,,,
85,1935,0.195,0.17110447882057891,,,,
86,1936,-0.193,0.1642311043386985,,,,
87,1937,0.451,0.14185432007143453,,,,
88,1938,0.079,0.12082304928505748,,,,
89,1939,-0.059,0.11018781187696107,,,,
90,1940,0.236,0.08908584803008814,,,,
91,1941,0.079,0.061236999557719954,,,,
92,1942,0.1,0.05566204343030028,,,,
93,1943,-0.15,0.052531589778520134,,,,
94,1944,-0.021,0.04695029311888956,,,,
95,1945,0.385,0.049917196070251975,,,,
96,1946,-0.176,0.07219190509847222,,,,
97,1947,0.242,0.09306842626332025,,,,
98,1948,-0.045,0.1000057283450794,,,,
99,1949,0.337,0.100904505699211,,,,
100,1950,-0.002,0.10506915912038861,,,,
101,1951,0.09,0.09025509142705945,,,,
102,1952,0.152,0.06337520962589875,,,,
103,1953,0.098,0.021709618417132655,,,,
104,1954,-0.131,-0.026945532183772693,,,,
105,1955,0.043,-0.08231431927438257,,,,
106,1956,-0.247,-0.10374472720238893,,,,
107,1957,-0.179,-0.08359723798118149,,,,
108,1958,-0.583,-0.04038102552752767,,,,
109,1959,0.057,0.017052652235903906,,,,
110,1960,0.178,0.0924559892645836,,,,
111,1961,0.247,0.13394789993629294,,,,
112,1962,0.205,0.11092477080005572,,,,
113,1963,0.539,0.07421200431490377,,,,
114,1964,-0.257,0.0366681143234961,,,,
115,1965,-0.409,0.007076908620888113,,,,
116,1966,0.202,-0.01439300501959119,,,,
117,1967,-0.293,-0.008049175145686663,,,,
118,1968,0.282,0.014148254107621293,,,,
119,1969,0.129,0.026309226669195065,,,,
120,1970,0.028,0.043490694736609166,,,,
121,1971,-0.302,0.07186572448900866,,,,
122,1972,0.02,0.07428123951405,,,,
123,1973,0.554,0.057903635597134843,,,,
124,1974,0.235,0.04031778753479035,,,,
125,1975,0.05,0.02489238885906836,,,,
126,1976,-0.515,-0.0011364631488765633,,,,
127,1977,-0.105,-0.034153120399242835,,,,
128,1978,-0.205,-0.04152265627913009,,,,
129,1979,0.158,-0.022630605783106002,,,,
130,1980,-0.039,0.016350891555764073,,,,
131,1981,0.249,0.06792172496851648,,,,
132,1982,-0.027,0.12294522031755757,,,,
133,1983,-0.086,0.16541988115969367,,,,
134,1984,0.536,0.21381845825099177,,,,
135,1985,0.285,0.2820629957131313,,,,
136,1986,0.231,0.35003838283212496,,,,
137,1987,0.423,0.37880549061848345,,,,
138,1988,0.786,0.36635330541326805,,,,
139,1989,0.415,0.3436405897602941,,,,
140,1990,0.274,0.3241607033594085,,,,
141,1991,0.139,0.3094038913073191,,,,
142,1992,-0.33,0.314584867938871,,,,
143,1993,0.32,0.3455789415386319,,,,
144,1994,0.338,0.391539273253526,,,,
145,1995,0.643,0.45650790041500167,,,,
146,1996,0.64,0.5082998230049462,,,,
147,1997,0.139,0.5181845255248835,,,,
148,1998,0.822,0.49706208649897254,,,,
149,1999,0.614,0.46602766726708944,0.308,0.299,0.33,0.295
150,2000,0.205,0.4483025326476367,0.318,0.322,0.305,0.341
151,2001,0.346,0.42984192362191714,0.36,0.364,0.346,0.379
152,2002,0.352,0.396079413467316,0.389,0.383,0.438,0.394
153,2003,0.601,0.3903094544045703,0.351,0.353,0.333,0.345
154,2004,0.379,0.4277228304394759,0.426,0.409,0.418,0.425
155,2005,0.144,0.4753897866852267,0.448,0.439,0.478,0.449
156,2006,0.508,0.50978534778008,0.462,0.44,0.453,0.454
157,2007,0.656,0.5451964481452941,0.469,0.528,0.5,0.468
158,2008,0.793,0.5703483664371412,0.452,0.523,0.498,0.435
159,2009,0.456,0.5579689786531971,0.571,0.505,0.501,0.585
160,2010,1.155,0.5189312246791319,0.547,0.582,0.548,0.608
161,2011,0.545,0.4661396172060739,0.534,0.552,0.562,0.534
162,2012,0.046,0.42291798427613153,0.623,0.505,0.568,0.555
163,2013,0.458,0.41693928142576925,0.604,0.555,0.578,0.574
164,2014,0.233,0.460871909409011,0.706,0.719,0.746,0.585
165,2015,0.384,0.5422043763291408,0.654,0.704,0.663,0.652
166,2016,0.785,0.6221378577130612,0.683,0.663,0.682,0.7
167,2017,0.964,0.7093232836960925,0.628,0.673,0.686,0.749
168,2018,0.63,0.8016257459996532,0.723,0.738,0.624,0.731
169,2019,,,0.678,0.745,0.705,0.746
170,2020,,,0.742,0.745,0.741,0.746
171,2021,,,0.741,0.73,0.728,0.837
172,2022,,,0.814,0.783,0.735,0.893
173,2023,,,0.82,0.795,0.785,0.914
174,2024,,,0.826,0.842,0.795,0.946
175,2025,,,0.84,0.825,0.826,0.95
176,2026,,,0.865,0.892,0.955,1.031
177,2027,,,0.92,0.881,0.84,1.024
178,2028,,,0.83,0.91,0.883,1.01
179,2029,,,0.931,0.943,0.976,1.052
180,2030,,,0.937,1.002,0.936,1.067
181,2031,,,0.89,0.96,0.971,1.108
182,2032,,,0.923,0.986,0.982,1.09
183,2033,,,1.009,1.003,0.988,1.165
184,2034,,,0.914,1.08,1.004,1.252
185,2035,,,0.962,1.093,0.984,1.225
186,2036,,,1.023,1.063,1.033,1.225
187,2037,,,1.046,1.074,1.017,1.285
188,2038,,,1.014,1.165,0.976,1.352
189,2039,,,1.08,1.184,1.151,1.394
190,2040,,,0.984,1.16,1.022,1.446
191,2041,,,1.046,1.179,1.11,1.442
192,2042,,,1.023,1.23,1.111,1.44
193,2043,,,0.988,1.213,1.127,1.51
194,2044,,,1.036,1.295,1.118,1.622
195,2045,,,0.985,1.214,1.158,1.546
196,2046,,,0.993,1.279,1.125,1.642
197,2047,,,1.068,1.296,1.178,1.709
198,2048,,,1.133,1.246,1.194,1.704
199,2049,,,1.127,1.363,1.29,1.726
