"Lat: -0.5, Long: -7.5, over the ocean",year,obs_anoms,smoothed_anoms,rcp26,rcp45,rcp60,rcp85
0,1850,-0.766,-0.6584917956569855,,,,
1,1851,-0.613,-0.6141895671290034,,,,
2,1852,-0.366,-0.5713525491134301,,,,
3,1853,-0.452,-0.5274805354915421,,,,
4,1854,-0.861,-0.48544083686283795,,,,
5,1855,-0.327,-0.47745202492126965,,,,
6,1856,-0.269,-0.4533611850547212,,,,
7,1857,-0.582,-0.40776571852631827,,,,
8,1858,-0.639,-0.3715335991918424,,,,
9,1859,0.042,-0.3480420364247804,,,,
10,1860,-0.253,-0.3204339841762498,,,,
11,1861,-0.509,-0.29354984766063746,,,,
12,1862,-0.072,-0.283643746456391,,,,
13,1863,-0.269,-0.28717197569063607,,,,
14,1864,-0.527,-0.2842798651168246,,,,
15,1865,-0.17,-0.2797234725725537,,,,
16,1866,-0.206,-0.286045861650121,,,,
17,1867,-0.39,-0.2860636996226265,,,,
18,1868,-0.134,-0.28000090612767803,,,,
19,1869,-0.432,-0.25886631742378474,,,,
20,1870,-0.261,-0.21811984675463614,,,,
21,1871,-0.356,-0.16721605479742618,,,,
22,1872,0.074,-0.10908152362942354,,,,
23,1873,0.115,-0.07574819349665453,,,,
24,1874,-0.813,-0.06346337653788596,,,,
25,1875,0.458,-0.0696174174997487,,,,
26,1876,-0.204,-0.10755391629926657,,,,
27,1877,-0.236,-0.16232562220709124,,,,
28,1878,-0.094,-0.22153085282095458,,,,
29,1879,-0.386,-0.28681930979050874,,,,
30,1880,-0.4,-0.34199460546870086,,,,
31,1881,-0.221,-0.39391187079083606,,,,
32,1882,-0.623,-0.41593795688261337,,,,
33,1883,-0.371,-0.4026391769026126,,,,
34,1884,-0.767,-0.407276667392149,,,,
35,1885,-0.156,-0.43709698867902197,,,,
36,1886,0.164,-0.45028648834480484,,,,
37,1887,-0.584,-0.46692609317834977,,,,
38,1888,-0.854,-0.5164184946769756,,,,
39,1889,0.171,-0.5965068146641487,,,,
40,1890,-0.589,-0.6393292875265147,,,,
41,1891,-0.876,-0.624865253790855,,,,
42,1892,-0.795,-0.5978044643614301,,,,
43,1893,-0.414,-0.5626205347731874,,,,
44,1894,-0.337,-0.4954347562152941,,,,
45,1895,-0.623,-0.4154692090534851,,,,
46,1896,-0.353,-0.3522654674654266,,,,
47,1897,-0.114,-0.3173465349115279,,,,
48,1898,-0.388,-0.30208086476675755,,,,
49,1899,-0.064,-0.32823460847634356,,,,
50,1900,-0.364,-0.4093628295719047,,,,
51,1901,-0.29,-0.5383188566416165,,,,
52,1902,-0.814,-0.672371551144406,,,,
53,1903,-0.836,-0.7838235727600421,,,,
54,1904,-1.424,-0.8559913254343838,,,,
55,1905,-0.981,-0.8828331839363562,,,,
56,1906,-0.914,-0.8325935175622146,,,,
57,1907,-0.652,-0.7157112559492691,,,,
58,1908,-0.84,-0.5870604131361233,,,,
59,1909,-0.188,-0.48297801917919975,,,,
60,1910,-0.027,-0.3896247568513082,,,,
61,1911,-0.876,-0.32031851894417096,,,,
62,1912,-0.174,-0.2767983409203437,,,,
63,1913,-0.105,-0.24667928342616915,,,,
64,1914,-0.477,-0.19862248972212057,,,,
65,1915,-0.225,-0.17079375014966272,,,,
66,1916,0.119,-0.1964439815498093,,,,
67,1917,0.18,-0.21625863223960165,,,,
68,1918,-0.435,-0.21576209240140845,,,,
69,1919,-0.774,-0.24927657216984858,,,,
70,1920,-0.236,-0.302566342894704,,,,
71,1921,0.328,-0.31183306961198176,,,,
72,1922,-0.527,-0.26202741039985594,,,,
73,1923,-0.41,-0.1972839854066168,,,,
74,1924,0.011,-0.15733086402291843,,,,
75,1925,-0.147,-0.1284506505681119,,,,
76,1926,0.217,-0.11932931478755043,,,,
77,1927,-0.075,-0.14568023179582587,,,,
78,1928,-0.158,-0.20111390603094295,,,,
79,1929,-0.458,-0.26242238277474533,,,,
80,1930,-0.459,-0.27708771339183225,,,,
81,1931,-0.256,-0.21784644215289511,,,,
82,1932,-0.67,-0.13036587044372958,,,,
83,1933,0.178,-0.044649449712122445,,,,
84,1934,0.558,0.04216889649425408,,,,
85,1935,0.147,0.10756027509611785,,,,
86,1936,-0.502,0.12793112550701197,,,,
87,1937,0.467,0.10117820993244364,,,,
88,1938,0.037,0.0655950576970793,,,,
89,1939,-0.156,0.026701125632229938,,,,
90,1940,0.149,-0.03744418833284273,,,,
91,1941,0.106,-0.09674609177797885,,,,
92,1942,-0.413,-0.12697795997826297,,,,
93,1943,-0.489,-0.13546201219479787,,,,
94,1944,0.103,-0.12850474550948102,,,,
95,1945,,,,,,
96,1946,-0.207,-0.042187807825403253,,,,
97,1947,0.333,0.011234347088212592,,,,
98,1948,-0.311,0.037633053452765,,,,
99,1949,0.388,0.06001486075120867,,,,
100,1950,-0.057,0.06403565709504519,,,,
101,1951,0.142,0.03070874618340637,,,,
102,1952,0.138,-0.024296633171005222,,,,
103,1953,-0.069,-0.10431294911923232,,,,
104,1954,-0.363,-0.1882560865064157,,,,
105,1955,-0.203,-0.2679691113042261,,,,
106,1956,-0.536,-0.28553663421319186,,,,
107,1957,-0.282,-0.24043000371432516,,,,
